@relation it12
@attribute AB002409_at numeric
@attribute AFFX-HUMGAPDH/M33197_3_st numeric
@attribute D00763_at numeric
@attribute D10925_at numeric
@attribute D14662_at numeric
@attribute D21063_at numeric
@attribute D38751_at numeric
@attribute D42040_s_at numeric
@attribute D42041_at numeric
@attribute D45248_at numeric
@attribute D50926_at numeric
@attribute D55716_at numeric
@attribute D79987_at numeric
@attribute D80008_at numeric
@attribute D87119_at numeric
@attribute D87464_at numeric
@attribute HG1980-HT2023_at numeric
@attribute HG2090-HT2152_s_at numeric
@attribute HG2874-HT3018_at numeric
@attribute HG3945-HT4215_at numeric
@attribute HG4074-HT4344_at numeric
@attribute HG4272-HT4542_at numeric
@attribute J02645_at numeric
@attribute J04031_at numeric
@attribute K02777_s_at numeric
@attribute L00022_s_at numeric
@attribute L08187_at numeric
@attribute L25876_at numeric
@attribute L36720_at numeric
@attribute L41680_at numeric
@attribute L42324_at numeric
@attribute M12963_s_at numeric
@attribute M13792_at numeric
@attribute M15059_at numeric
@attribute M19309_s_at numeric
@attribute M25280_at numeric
@attribute M32053_at numeric
@attribute M57710_at numeric
@attribute M63138_at numeric
@attribute M63835_at numeric
@attribute M68520_at numeric
@attribute M74093_at numeric
@attribute M95623_cds1_at numeric
@attribute M96684_at numeric
@attribute S73591_at numeric
@attribute U05340_at numeric
@attribute U15642_s_at numeric
@attribute U19495_s_at numeric
@attribute U20979_at numeric
@attribute U25826_at numeric
@attribute U28386_at numeric
@attribute U37426_at numeric
@attribute U49835_s_at numeric
@attribute U50527_s_at numeric
@attribute U63743_at numeric
@attribute U73304_rna1_at numeric
@attribute U73379_at numeric
@attribute U89606_at numeric
@attribute V00594_at numeric
@attribute V00594_s_at numeric
@attribute X02152_at numeric
@attribute X02544_at numeric
@attribute X03350_at numeric
@attribute X03934_at numeric
@attribute X05360_at numeric
@attribute X13293_at numeric
@attribute X15525_rna1_at numeric
@attribute X17620_at numeric
@attribute X51688_at numeric
@attribute X52142_at numeric
@attribute X62078_at numeric
@attribute X64177_f_at numeric
@attribute X65550_at numeric
@attribute X65965_s_at numeric
@attribute X69090_at numeric
@attribute X69433_at numeric
@attribute X76534_at numeric
@attribute X91868_at numeric
@attribute X91911_s_at numeric
@attribute Z11793_at numeric
@attribute Z35227_at numeric
@attribute Z36714_at numeric
@attribute Z50115_s_at numeric
@attribute Z74615_at numeric
@attribute ydlbcl {'0','1'}
@data
3059.92542133454,962.550037510814,1205.75549924194,917.747125544837,1732.26624975416,1458.36863556182,1133.53450863732,2572.32174480508,2027.89365816699,2126.24206451002,673.915441821159,1471.22845818801,1189.87500851593,423.689566463443,1410.24785857373,1321.96349907616,2895.72051656449,782.787258874372,1048.99127170747,1754.987581993,999.94526606544,2674.39784231444,1235.93468530765,560.806648637224,1328.72207607716,1701.05573171566,2142.8539645241,544.563143046031,862.896424451477,538.608528032097,1425.48816790958,1093.43195702508,1628.66309313554,1768.53052408715,809.890817331704,3972.68670630457,961.321779564791,960.617589345436,2899.42812080058,776.633929091022,733.266745446255,764.911575115586,582.0485651882,1610.2309604086,14278.673788155,2244.96672875685,712.591624150252,704.699434811805,888.827004168116,904.767668572884,511.000772824335,417.563998401834,2822.33185329538,738.363468428429,1334.43185396419,474.646287296161,1317.07055575286,775.873706072679,2993.17386657565,2425.16612558146,1672.77311652768,845.369213296447,526.8327793572,2140.08484362044,360.589347031014,1642.9227594863,916.228023904277,1221.11191184432,809.480738664342,511.300436518909,1400.17059298633,2293.2847148027,808.70575686809,848.351986581397,706.44398126637,965.267233019332,395.909071015075,593.159270569916,1030.06991504217,967.43425083871,1633.19682356259,1644.67984081178,1640.87387051056,1010.38702755827,'0'
2149.81884574446,941.383672613503,869.343804616246,828.062261515922,1158.17490643412,1302.64499295479,1346.73680979404,2236.69378871251,2198.21500414142,1935.06186641945,520.670297327986,1354.55907897276,1220.95825773329,489.284730994147,1368.21830668951,1322.85232008668,3017.92978542282,633.550055228516,988.493177394582,2005.90963932044,1038.11474007494,3017.48611928963,1268.75202236187,746.209879024492,949.051371039203,1024.83923072148,2734.60302039218,514.575851046345,1345.31474060148,587.21489584098,1178.04278973033,756.505971116627,2056.57102798802,1172.19081398916,825.51138262329,1961.96073711065,808.6215514897,1117.92566230711,3593.76049634871,727.40908955849,721.879454968376,794.753720741003,567.651639337005,1254.32369834428,3342.29432546458,2411.56007542671,628.185454813036,414.805671862552,866.48304696833,986.337359040827,436.879971061831,407.003337555832,2990.70649560211,658.645291120813,1706.42927966492,421.395636324689,1411.71299949159,947.767691888404,3150.24711715793,2714.10014913185,1983.59313001272,758.662143530737,368.199266484595,1852.10687058708,355.99403796739,1704.28664612709,881.7594216719,1144.53751845065,944.799695645774,501.139630771398,1320.89649362307,2556.36148240044,800.580098202111,860.501516916415,665.426803177456,998.828500753636,496.309101043172,627.904973967293,857.541712219643,679.276456279258,1292.75189292672,1375.77299909059,1650.82197690022,1296.74144284278,'0'
1130.73720064167,1517.66165267601,1208.79389083782,855.330533514606,1616.38418449116,1716.30071127038,1424.67224785896,4034.23241311085,3560.91335398999,2763.72749264301,574.80209541641,2420.29122318679,1418.931726034,589.41467721443,1938.12694223221,1143.22366414286,5468.66090166936,756.188503336768,1170.20643218421,2641.85868963303,1209.21917355245,2113.27940946033,1796.47952503859,792.541972372937,1494.84196060925,2380.30463787542,3206.21689646216,699.427871084525,1081.41164770919,837.251330974883,2531.40996741144,852.078061938719,2816.32277647838,2037.78197473308,888.539987786148,5545.84878223214,898.014800849119,2120.53456944384,4963.66910397595,672.87344522413,903.499190928109,756.003459485215,687.000554561008,2280.19450396964,7371.96538383687,2941.61568596118,727.697536408287,687.41269225562,1293.61165353529,1053.51006546497,577.643338666269,471.193046288608,6139.30903324218,644.869676767649,1282.69887770848,445.292767988506,1765.07023521315,925.4399946939,4253.51777256957,5273.53595506854,4942.0732802454,655.110764101899,458.234625647241,2125.47765172803,427.499721227505,1815.1064413635,892.401193393885,1390.84588144981,750.543471120285,517.77254882784,2113.27858553755,3417.57584322362,765.158123330508,984.002835151999,706.556260824524,1140.40959189066,896.169426464277,555.78100473526,1071.10936427973,841.853048496727,2719.65896899354,1337.2943514846,2110.65071340565,1124.49288895507,'0'
6799.5326262019,987.20396765311,2102.4849148852,797.015299415336,2337.01384521404,3067.72686184898,1093.87290618345,5293.42711499077,3369.08676185635,4420.36213723013,1129.25143384541,2477.1286949342,1821.08166278292,586.634399865103,2067.27263195152,1149.67887087431,6245.71213299041,660.758926072832,1678.64839702708,1869.7606409535,1896.73038172659,2388.08643251747,3581.47355646591,1801.44558587292,1746.55464264375,858.380227003275,2758.23136891107,848.932180763768,1913.12190664879,780.811912215763,2983.6268551457,833.11194448892,1904.25343791284,1466.53022507084,832.849600233304,11776.3696163832,908.38243694593,2331.78826568702,4987.29711734435,653.114418101547,1011.95447412277,875.48042995929,745.77761396732,2180.72990024574,12399.5476870254,2757.11353404652,1020.27906578512,1344.35393220857,1153.96499563579,952.901645588601,1104.26657765687,708.949514968138,8044.5099029144,916.043775161437,1474.88746813828,629.639506552462,2218.31446111663,1451.25062393002,2831.29708166345,4784.23898219308,8253.4245429758,783.819853298766,421.504662464432,2648.51494246158,501.60605194987,2031.71695467315,1135.29162174371,2658.75138617349,815.198460174484,796.96162148774,2312.24714988597,2717.21194767296,823.157397654396,787.720156183003,655.898550427976,1350.38099306414,932.420395177017,492.162226437885,1743.52709512269,1637.23533772635,4291.64050466934,1867.83740950837,2152.0070590768,936.346070950804,'0'
1387.17046929435,673.457331912428,956.01466204097,881.07914071281,1452.72774733498,1217.49896475557,1121.6079328254,2216.19802305776,2554.34363693721,2278.93448111608,609.625229506119,1422.40034980171,1244.52182709408,446.366831596465,1014.39257368116,1368.4861680151,3863.72609716433,716.745588551577,1098.4149481577,2234.20791320426,1106.65688271796,2949.77994583559,1307.71347217176,694.709473182911,989.772263249518,1104.60518454118,2370.70770244352,657.65559971561,1125.94702059807,545.826346761821,1114.22403067349,693.223596723417,1784.69623301769,1504.13018080676,811.31774731064,2719.90053920642,777.684107035261,2320.82943142608,4119.2298560565,722.867329272661,710.201244954999,727.040907159377,570.999462801823,1248.95088799087,4914.552689407,2141.99624041259,611.109276120935,478.254477718807,833.641173352158,917.5678891904,483.997749457851,376.581894656921,2402.07463820122,550.359664923259,1579.10061008161,397.931628676787,1299.9434188277,870.016709778318,3113.62058603469,4090.53149531476,1972.44439321544,651.098275492304,356.226729862669,1683.56587142207,337.133708096321,1834.67975478919,751.978031773334,1104.20208351341,751.478587220085,422.396254269656,1302.70394559568,2981.74488758496,727.537172499772,782.754945816106,559.331062890035,961.966161007053,607.082578234856,531.116073496505,844.345548042474,620.954189730145,1450.20111891452,1414.9650248977,1650.16644369154,1291.69693133108,'0'
8786.72011269515,1156.48467030078,1334.45280955711,879.752259145893,1473.03431176824,1627.94367649871,1268.47896726043,3086.91185407747,2251.54421343471,3143.38183379963,708.284335534155,1859.6114444098,1141.42563333553,534.407162161589,1437.14626143525,1187.42024730671,3388.90615960821,788.34718397083,1128.87775344048,2178.68555560618,901.447029013334,2432.93436308875,1451.69562228544,782.62384585194,2165.92793515682,1855.91890732401,2750.39002310173,547.52448588056,1081.07034796438,671.022068021173,1278.04321439148,1344.48661084139,1742.224728198,1713.71584343393,842.454394413679,3175.61725209202,800.092421867691,1757.89843080867,5846.78607815434,751.8623061923,715.385593417791,722.504887302837,589.837084043968,1561.32120804417,11753.6409047284,2393.56639929952,636.020913069854,1229.2130818279,873.487150377627,900.315274839688,583.348789407265,411.000909899036,5168.72190871693,1028.75695022043,1415.48745895367,435.730638545803,1315.97921155623,892.654577644496,3131.85910850311,3501.7486676818,2512.22963857626,745.4614747581,640.1302273583,2926.4158538026,451.875846074702,1810.26207642451,910.961926005104,1207.30707848717,748.048804232847,504.974676510998,1561.63704670076,2735.58492170959,701.57490737608,1115.01943567819,678.762711793036,1131.69631274001,1005.02505958063,657.975618966326,978.496341115404,1913.98235497147,1777.47501886412,1410.76068954379,2222.19529246654,1109.59055535137,'0'
1649.56472551062,922.17389157525,857.926741536088,776.895311490166,940.12570043136,1102.7020277526,823.444523641131,1610.83128026649,1054.87176745419,1193.53235779665,678.462406329556,874.570640448494,836.629521451062,503.65652623065,1227.52257888825,764.974200763503,2858.72960675764,804.358714986621,860.974037211362,1027.50465505382,977.802439586754,4186.29945930679,855.287297166439,635.902483259296,794.213032160942,837.949259013426,1908.5364347909,502.479271999395,1091.95055922305,558.830111779046,916.849432589717,519.649552246128,1321.87524669899,926.610060139142,729.677014098304,1699.3965171796,675.202657859451,791.145180168386,1651.94744367628,602.286383631407,572.007997491392,594.347733387881,557.147856990762,919.078790668584,2259.58078857456,1209.97624577869,654.589191352773,429.026610925488,1045.74236000706,789.769244293747,420.987320904271,546.76577019092,2375.94473350146,710.331329461483,956.151534329445,450.901295705609,1046.74900840163,715.401680387873,3558.29064777711,2983.52797594372,1294.39430242942,676.30464097883,419.365731879759,1309.30870684622,451.890860249806,1924.38059098862,564.377272483585,856.716980155911,675.890241875094,464.741367455583,1032.66148575631,1678.80942296657,752.690129747146,633.652711346364,593.286785143152,653.970961431047,526.979317728972,536.190697369784,685.640426867734,649.391156712497,946.899884179704,1668.74534056021,1218.51680187044,1291.24285930292,'0'
13964.0753945851,925.304950929911,1880.94020460101,916.773923634068,1907.00935298181,2204.56661185202,964.033670851843,2768.98550760631,2244.61536680731,4999.00150429199,1001.28182288487,2034.88859096405,1423.44596171465,602.232179500359,3315.09093620134,1160.2478969492,5000.50779925912,884.86856015293,932.406975392464,1838.23990436212,1303.83926159077,2393.2937561429,1461.93830962289,1039.2312901054,1612.44015503286,2167.01159726537,2481.91611674613,637.388192054565,1341.11508356872,520.977705934232,3712.02327226496,963.106544922011,3205.92446512575,2000.95634918176,840.494990856304,12309.1521306845,932.859868979716,2022.80909913898,3791.18785205581,647.569292572396,965.666769785413,717.635398962807,613.602342251452,1482.26904931131,16000,1891.66872275831,801.900757328574,1307.51614656929,1168.66002093352,924.241462392024,971.65752431934,499.195074130159,3364.83035011007,1035.21260855534,1112.03035835839,576.622710191842,1592.23198487294,976.065976001665,2715.42621460682,8159.36630040403,6692.75319621473,811.442437401009,532.928576776171,3426.85817848396,448.401922489729,1797.43324024165,1122.98110645203,1251.38777415203,911.167340916424,579.91586943047,2446.44239247989,2223.28740237595,722.118303007228,913.626579063716,629.649455528101,1400.22026156419,912.365897350817,600.854339520654,1257.8838636136,2133.67776668766,3028.0152092785,1560.29099221466,1443.54488730013,982.49449982442,'0'
3521.66675582027,779.872911458605,919.283177265474,876.591758929952,1130.24948020898,1142.49489585157,1041.78041603337,2466.61673066212,2233.17255356156,2157.4428284403,638.794789256889,1214.32439891198,1090.84797493955,467.357135417103,974.455332170691,1176.18377766643,3333.67738797257,786.389970584524,908.19874953538,1675.20271322482,861.582101667195,3334.09686117438,1109.12708503468,676.83314298876,1498.77692705875,1404.85595332017,2567.70380998639,507.093115773134,1047.45670779062,510.653233026545,1268.74274140449,1195.86041618772,1651.23084070665,1519.23877403386,865.615393563623,2968.97420479497,758.407634490632,1401.25398829046,3574.7516975469,661.495338587186,680.800030392977,734.858817194722,522.419896824718,1542.97364659352,6462.60375597148,2357.80867569072,787.109671271851,786.531781560888,793.168303696613,749.68008984411,540.746887133266,423.642729374776,3509.83249524259,707.53778869637,1403.81874129007,465.803341162236,1335.8749171587,934.036205021181,3500.82885582203,3141.39969575676,1547.42459047722,706.780031340479,468.02952533801,2257.75699838541,407.324263176721,1796.6176856095,888.699924591161,1098.57252590857,843.338354778552,441.113661285092,1514.76411725881,2272.96916941022,870.233887291897,789.679906541081,591.643284278126,898.805612301306,599.097029434938,493.969467105025,954.62308540498,976.635978643304,1431.81908747252,1317.64637634736,1445.39947046545,1270.46743952754,'0'
8371.05280493917,901.319858269374,3176.19845807021,958.708129847367,1998.03561288692,1837.85163106634,1473.39936062631,4145.46007615931,2640.09158058426,6988.19269858457,1384.99813744633,2606.93103136198,1368.43143180974,534.085909572094,3957.89999914087,996.5596138847,4359.56165932601,548.989838605275,1570.67232267123,2129.79394182341,1409.14471962434,1814.96612986582,2093.16821579759,1128.83812794247,2080.79053929442,6121.84862036074,2724.91827768912,699.615156668677,1507.24321828638,729.421974289118,4229.93468444129,1461.36335966969,2533.28187144092,1816.0488235568,837.558649357027,6568.56205077308,875.844288288209,2946.64990506603,6788.77326543713,723.98247418452,800.756071376185,783.328956715488,774.30626441839,2465.36822552451,10185.4169253319,2153.84605618819,1073.71377354265,1291.663122173,1068.02870552452,1059.6523954043,701.036864285556,441.089887625399,7164.83381615385,1048.07846474796,1481.01217011023,720.69027199464,1696.46344546662,1458.5060794055,4238.6150290071,4992.26891707254,6184.59757364155,847.34360120352,515.356287607365,5043.40407295888,436.692238123259,2126.37471272563,1277.5928575746,1534.96245308947,868.52467005516,436.585696817539,2180.34723460739,2963.11990946898,559.376850723077,966.537761815582,625.993455502433,1585.19671722457,870.34518619648,550.028331446457,1688.56190448475,2689.76689498684,4331.36932158359,1358.32383614919,2151.18335726643,954.23692625396,'0'
