Reporter Identifier	VALUE
DAP1_0003	10.06
DAP1_0010	12.27
DAP1_0021	8.67
DAP1_0023	9.79
DAP1_0027	9.53
DAP1_0028	9.5
DAP1_0030	12.08
DAP1_0031	13.17
DAP1_0033	10.11
DAP1_0036	10.61
DAP1_0038	11.22
DAP1_0040	13.07
DAP1_0041	10.13
DAP1_0042	10.49
DAP1_0050	13.29
DAP1_0051	9.62
DAP1_0054	9.45
DAP1_0056	10.46
DAP1_0061	10.29
DAP1_0062	12.1
DAP1_0063	11.68
DAP1_0066	9.54
DAP1_0067	13.08
DAP1_0069	10.2
DAP1_0070	9.51
DAP1_0074	11.4
DAP1_0075	12.47
DAP1_0080	8.83
DAP1_0087	8.23
DAP1_0096	9.58
DAP1_0101	9.37
DAP1_0102	11.65
DAP1_0103	11.45
DAP1_0105	8.86
DAP1_0109	10.07
DAP1_0110	7.98
DAP1_0111	10.84
DAP1_0113	9.98
DAP1_0119	8.66
DAP1_0121	9.9
DAP1_0122	9.97
DAP1_0124	13.53
DAP1_0125	12.54
DAP1_0130	11.27
DAP1_0140	10.49
DAP1_0147	10.58
DAP1_0152	12.96
DAP1_0153	8.51
DAP1_0154	12.89
DAP1_0162	9.02
DAP1_0171	12.46
DAP1_0172	12.83
DAP1_0174	12.91
DAP1_0178	9.52
DAP1_0182	12.28
DAP1_0185	13.03
DAP1_0186	9.68
DAP1_0205	12.48
DAP1_0206	11.51
DAP1_0208	10.96
DAP1_0209	12.24
DAP1_0210	10.11
DAP1_0213	9.44
DAP1_0215	8.63
DAP1_0220	12.95
DAP1_0223	12.34
DAP1_0230	8.18
DAP1_0233	13.1
DAP1_0234	11.55
DAP1_0240	11.79
DAP1_0247	9.96
DAP1_0256	12.66
DAP1_0261	10.69
DAP1_0263	8.39
DAP1_0265	11.96
DAP1_0269	9.65
DAP1_0270	10.44
DAP1_0273	11.73
DAP1_0285	12.55
DAP1_0296	11.9
DAP1_0300	9.2
DAP1_0312	13.49
DAP1_0315	9.48
DAP1_0331	13.25
DAP1_0341	12.41
DAP1_0361	12.57
