@relation it14
@attribute X1009_at numeric
@attribute X103_at numeric
@attribute X1251_g_at numeric
@attribute X1260_s_at numeric
@attribute X1389_at numeric
@attribute X1647_at numeric
@attribute X1715_at numeric
@attribute X1739_at numeric
@attribute X1740_g_at numeric
@attribute X1831_at numeric
@attribute X287_at numeric
@attribute X31477_at numeric
@attribute X31791_at numeric
@attribute X32109_at numeric
@attribute X32210_at numeric
@attribute X32242_at numeric
@attribute X32250_at numeric
@attribute X32485_at numeric
@attribute X32783_at numeric
@attribute X32786_at numeric
@attribute X32971_at numeric
@attribute X33102_at numeric
@attribute X33267_at numeric
@attribute X33431_at numeric
@attribute X33825_at numeric
@attribute X34050_at numeric
@attribute X34304_s_at numeric
@attribute X34310_at numeric
@attribute X34775_at numeric
@attribute X35174_i_at numeric
@attribute X35178_at numeric
@attribute X35330_at numeric
@attribute X35692_at numeric
@attribute X35742_at numeric
@attribute X36008_at numeric
@attribute X36119_at numeric
@attribute X36193_at numeric
@attribute X36203_at numeric
@attribute X36495_at numeric
@attribute X36555_at numeric
@attribute X36569_at numeric
@attribute X36589_at numeric
@attribute X36624_at numeric
@attribute X36629_at numeric
@attribute X36658_at numeric
@attribute X36668_at numeric
@attribute X36780_at numeric
@attribute X37035_at numeric
@attribute X37068_at numeric
@attribute X37318_at numeric
@attribute X37394_at numeric
@attribute X37599_at numeric
@attribute X38087_s_at numeric
@attribute X38127_at numeric
@attribute X38183_at numeric
@attribute X38356_at numeric
@attribute X38435_at numeric
@attribute X38469_at numeric
@attribute X38604_at numeric
@attribute X38803_at numeric
@attribute X39031_at numeric
@attribute X39054_at numeric
@attribute X39356_at numeric
@attribute X39608_at numeric
@attribute X39637_at numeric
@attribute X39673_i_at numeric
@attribute X39750_at numeric
@attribute X39755_at numeric
@attribute X39925_at numeric
@attribute X40060_r_at numeric
@attribute X40071_at numeric
@attribute X40327_at numeric
@attribute X40435_at numeric
@attribute X40607_at numeric
@attribute X40766_at numeric
@attribute X40767_at numeric
@attribute X41013_at numeric
@attribute X411_i_at numeric
@attribute X41214_at numeric
@attribute X41221_at numeric
@attribute X41246_at numeric
@attribute X41273_at numeric
@attribute X41504_s_at numeric
@attribute X41732_at numeric
@attribute X837_s_at numeric
@attribute X859_at numeric
@attribute X863_g_at numeric
@attribute X896_at numeric
@attribute AFFX-M27830_5_at numeric
@attribute AFFX-M27830_M_at numeric
@attribute ysingh {'normal','tumor'}
@data
7.2324875240163,3.06843032424825,2.03706749666512,2.86557452695323,4.90134007309344,4.7062603800806,5.13420510513051,5.43770300451222,4.01050223451735,2.78445023512588,4.44227173246722,4.79916405408782,5.37437294252453,2.95148781855361,4.99912508613534,4.55605599427324,3.49039506064852,3.55665334756461,2.62788698419377,5.40992821475824,1.33416657235734,4.43132341336898,4.69414566764763,3.72236454765261,4.39311798725273,3.62563028950813,7.24074750161954,3.15093888844227,5.39198363765998,4.15324049056582,3.82514319243971,2.90883206933258,3.51461692762381,3.64305382023643,0.680595661131757,5.87348602967269,3.92402826600528,4.13847419048019,3.35534484982822,3.23446088634859,2.4353687773832,3.87626509538969,3.54544150621248,5.8058490024474,3.55057663254861,4.89501645111538,5.28375385219824,4.1187353926005,4.13743432132443,4.62033700180622,4.5265920558804,4.14569613426277,4.10941501755093,1.96599417380504,4.56364195023421,3.78521854992061,4.86755834653825,4.87583056907945,8.63156004526293,2.95266554419289,5.66337786397793,4.88434118552105,4.05226131729443,3.92608126634318,3.98502943090987,3.78758451037487,3.53542656513972,7.3586236115158,1.97083869352594,5.00042172748325,3.16106188636468,4.9240739152804,5.29778254039793,3.67614867342313,6.00634484187936,3.62903349650577,3.34488497550012,4.10260279213661,7.86528224037841,7.30076568963834,3.5027729806714,6.13833945098957,3.98389778781853,4.06660676086215,3.03156143057373,3.96795828195361,3.55019963225255,1.87940137026558,3.14321271405606,1.40212416321793,'normal'
6.37976120566366,3.17469778457247,2.0714059639083,2.99059130949617,4.67742925909008,4.79033639035655,4.23338805430616,5.71894514483888,3.87979078610492,2.96284511331642,4.03802141209387,4.25969503740272,4.9479672286705,3.01613620599778,3.42193730880572,4.58795247230285,4.41402285118071,3.56712537006021,2.63696616737348,6.16493687796398,1.35966783716761,3.99275329212107,4.64686713744984,4.62588032312268,5.06960496293876,4.03721315615247,7.98499254282151,3.17694955552654,4.67119978577927,4.19572950978019,3.42803009885803,3.17727644220705,3.73909287237319,4.29026414739563,0.723333786573301,5.25313315765641,4.40475800917277,4.16468166082723,3.3742970363402,3.87847749413936,2.81666924681807,3.9195891558688,3.47998738546706,7.10689988967597,3.74101208217807,5.81602077159342,4.37083855695174,5.33939841070025,4.51533254094224,3.95925019082504,4.95645998566344,4.31241488121749,7.0009468630747,2.63499734942893,4.24901341303202,3.65265997826422,4.85424897674251,3.92451241160627,4.59562620433005,3.05432749364278,6.90311278952668,4.51540557152118,4.08331126274348,4.10216995508759,4.29595149722433,4.07401452424948,3.76436715834489,5.77349445928226,2.03823400027121,5.11231468288178,4.20363968980322,4.47925604457432,5.44425563754505,4.02059538788977,5.6591692587669,3.5438373096517,4.21789793702067,4.18002056776847,8.70111986529838,7.6352493278352,3.95659057520513,6.48519162378508,4.66658420985396,4.73960061861228,3.21362249399458,4.29224909461852,3.33976150793564,1.85603568277599,3.51387346584401,1.83759694455933,'normal'
7.58655218667294,3.1362488758108,2.11729974300792,2.98322405409644,4.62482617308728,4.83514017315613,3.76673320176783,5.51970927884979,4.2837732694655,2.91382890940886,4.5284728873886,3.37069832464427,4.0386713013584,3.02200858432871,3.41734563936783,4.50592617175517,3.78681631133929,3.5335982207199,2.67090985738694,5.68015851658158,1.38605085414267,4.44608088054149,4.27013619335794,3.927105700152,3.9467814593612,3.9938165291751,6.58146687486192,3.41761674017336,4.4132145971966,4.25443425897237,3.41391056574308,3.87835926107197,3.94579867393648,3.69527550793156,0.729723522978395,6.11589290298634,4.48601780906893,4.45510438778568,3.40476353803992,3.72640105969693,2.44690167321222,3.73605114480237,2.99337315376817,5.67820293549463,3.96968123049273,5.4968935657279,7.11091250132971,3.90330257370912,4.41983367560292,4.0142459108201,4.89838837048651,4.28978073539466,7.3022145655341,2.04415976950445,4.20018038127746,3.60512998667502,5.16593631744773,5.20502423745129,3.80540598082141,3.07546014874528,7.99929754249106,4.32660194969262,4.21880997958459,4.06839469127773,4.23380875281868,4.153826601462,3.68717610228182,6.41303240732332,2.0120902600409,5.10569415498595,3.71857310087609,4.82613171118031,6.1906549754841,3.97389648634671,5.66075805521707,3.77904738284493,3.56903335764518,4.31456072982509,8.0592502773575,7.00434891293339,3.7714685952458,7.37272670198827,4.29141631077246,4.17515340419352,3.22958801539357,4.26655648516034,3.34497334214731,1.93633600205176,3.79251490901543,1.41947858941633,'normal'
4.52865416311778,3.12319183932521,2.09882676018869,3.02872509430771,4.88727770756377,4.79735515941324,4.05168380805149,5.46158411235366,3.94931339947645,3.03221113485454,5.10055700567702,3.85044335640715,5.01043486427215,3.09417336215551,3.64216458468118,4.72085389937935,4.15008650708614,3.65160909610627,2.71047268525719,5.61876228243198,1.38888626881807,3.86414113241612,4.63349227563324,4.51994442080306,3.42971138291578,4.01870082923417,7.17225223316915,2.83182720972956,4.05556944073793,4.31746991230674,3.550425756237,3.21757733704469,3.70698628431939,3.48558030941552,0.73518397182535,5.37146125432014,4.24761661457143,4.52916693964115,3.41138841496884,3.27792849715091,2.45535646570973,3.22034524889581,3.28878661306428,4.97284062500064,3.82085792382841,4.78583707035063,4.31442361332409,3.78212204497224,4.69249125140415,4.46920606914152,4.77425417293813,4.56406610944495,4.13150384786947,2.31417832138964,4.83808168911387,3.73116747841227,4.13782212365716,3.84603255479516,6.16749594735236,3.05275174602088,2.49582035204189,4.53177353483947,4.00003665682091,4.26413577857803,4.54146560804689,4.02798740091343,3.61054427325483,6.76479492335352,2.05379335657012,5.19876041288602,3.59118234805932,4.2944907279487,5.57472532695632,4.01571196840296,5.43149702537575,3.80683680506108,3.54559362088139,2.86827858154215,7.00541417551026,6.75441852056309,3.97102996964107,6.01179392549647,3.75010506668278,2.98729045123541,3.33717486171509,4.37737885591465,3.33563151257463,1.87636645977275,3.58471605254134,1.35357835173907,'normal'
7.75197121943351,3.11465757970014,1.9298711439907,2.88166470346941,4.60078315784598,4.48379781652347,5.31659526129038,5.26083315219002,4.10555158696703,2.81564342167819,5.29418426223038,4.98233768801832,5.02920701626093,2.99484491166736,4.62198744018869,5.21469754904297,4.22879586408892,3.55307717009075,2.61958769849816,7.79029213853183,1.35572553076692,4.96250875928485,4.44868429158116,4.45653217616619,3.84444062435741,3.74604561438764,7.89389964159085,3.18140660610856,6.30330456931564,4.24678618633026,3.29511224642668,4.00996595915891,4.00394756051517,4.53998949539522,0.716900057377158,6.76871870993982,4.29078819516103,4.94599035507883,3.37694080179239,3.66329852447157,3.17279986062884,4.21839535043727,5.05307789516705,6.74610494039345,4.08788023144492,7.08715163115859,7.95421318085008,6.12160149574386,4.2599799807013,5.34032835946931,5.25728589659311,4.29129960345539,6.73553464283027,5.10855321229436,4.99611911369151,3.656130032102,5.29507742101933,6.70852240203636,6.77366484729697,2.92994626067139,7.5034460479018,5.90321505466858,4.10080047350435,3.9539012320746,4.18336347505831,4.00823342781554,3.78919003521685,8.17899376082558,1.92653121372848,4.92912938994784,4.30988163788667,4.8563004513938,7.39875657627045,5.29069501715494,5.90016695728857,3.73057681983663,4.04797441163566,3.88368115806442,8.6419737755897,8.00536907087631,3.75952928753625,7.4146325861672,5.94400722358969,4.51367127182533,3.16066368926725,4.51393749287459,3.88741592623042,1.84933450004135,5.89839818072927,1.4015226913427,'normal'
4.04547454783968,3.23818009368316,2.10936066058233,3.05960825533913,4.57333836520231,5.33696359180192,5.08770923285184,5.48470226934342,4.09843581667172,3.0118670893006,4.86255914111397,3.82769480388023,4.95435990955591,3.08875361220091,3.63749272612688,4.29428717410194,3.54571723113477,3.80821792090509,2.68005963672222,3.42816224878897,1.35172781737689,3.46572788736348,3.87106843478935,4.73600629949623,3.31030026926155,4.14241555297609,4.63539757441785,2.88810749393308,3.21586702561185,4.28033437920107,3.4960969256427,3.07180782736787,3.65894531028663,3.79684451257897,0.714837470536074,4.55905828228432,4.64625997196598,3.80888029153672,3.42190688098327,3.33915505611796,2.47178583409219,3.12496441101524,1.77528478080327,4.25759231777155,3.74367593355248,2.64985781162583,1.80809425569028,3.5054572568785,4.45908135488371,4.31439292429221,4.42552060955496,4.48401998462711,4.20863322805627,2.24302809827665,4.47609874199703,3.82715826912033,4.27691219688915,3.95395158982653,3.42467431229706,3.11504908858342,3.51593120408251,4.5589801578162,4.09122179281998,4.17297249307763,4.47563497403527,4.03699055649852,3.54137465163394,4.61238879565227,2.06273352026691,5.26842712047699,3.79323913717496,4.51379349022538,4.62469890439774,4.0299605620361,5.4746076707495,3.74887076942548,3.61771735673193,3.91408079725945,2.70532849980512,4.91338376223098,3.61908923181876,5.30809244830098,3.46914854055366,2.6363509076746,3.28491208785499,4.3065025934898,3.49314550068662,1.89138764045109,4.39025978853549,1.36368492742184,'normal'
4.24047699515357,3.17880345732372,2.10392544510881,2.99639627563558,4.58295265751843,4.81978025279929,3.72869237971796,5.691708285963,4.41579120146294,2.96569601648514,4.60060685915292,3.74922052011281,4.52980128781038,3.06446793463603,3.83405792627255,4.60618162206185,3.93649522104903,3.54944593526488,2.6313246763127,5.85018522022905,1.34157720086702,2.77280764795493,4.64358412048722,4.50280373622913,3.87618688816729,4.05402037717659,6.22751130311624,2.96017141592914,3.7837558603935,4.29995443889679,3.43907766069868,3.01879730666207,3.66290124977293,4.29426574104874,0.70111241944232,4.53058937392789,5.06227533942477,3.8936952074034,3.36764090362893,3.49088005624333,2.47932011131748,3.297410762059,2.22004362501276,4.39104381777078,3.86148462705217,4.35451525688838,4.2442500301969,3.61166104572855,4.41730972654976,4.39779116233955,4.52226857485078,4.48088424570239,4.34981878600019,2.37364837991414,4.39515642620721,3.79248993568128,4.44255753282889,3.86251444481616,4.55226348490762,3.06905206361732,2.71802293713648,4.52782721560724,3.91544726947009,4.06292356163268,4.30739257677613,4.06185009033274,3.57596228623861,5.35945088296746,2.02753770945095,5.12511852614631,3.80528380482635,4.67337062378151,4.88958763327673,3.9654012491636,5.30109314690028,3.77701816979375,4.11603937418878,4.57608149614938,4.60872509563824,5.42109340962445,3.85509119137669,5.29471687168918,3.32391380803208,2.721047254689,3.1665438895222,4.00224154085416,3.39897978140853,1.84668788791522,3.26597015859089,1.38006603842888,'normal'
7.7644394461401,2.93599801171306,1.93644008591772,2.71720655648083,4.37687161712971,4.55747506437463,4.76126569682428,5.08533380900879,5.38258848146044,2.71601007279534,6.42140261838374,4.43306035646398,5.14069357468248,2.93119604294656,4.86752695071787,6.09880206766979,6.32450780277556,3.56297275245662,2.8560606065871,8.70712786079713,1.30551540024338,5.29153754934235,4.75900086050426,4.19616024673033,4.59699530879353,3.80264254161787,9,3.4237275533815,6.11002097275047,4.0169067844404,3.16858688775578,3.8810499516528,3.6891147003489,5.64420078770308,0.678641785098235,7.51998911872541,5.9245789642305,7.7999158987834,3.90884992250144,3.35413559130019,2.34485157807411,5.27064390869483,6.46820541650055,7.65034267659568,5.49013653436413,8.26407479254585,9,6.45925164007271,3.97165680209113,6.09862975271528,6.21352687659163,5.01514854282588,7.46989084663248,7.09655270769438,6.08188794796531,4.35000373639972,5.13924144061804,8.07099138188764,6.76820817814087,2.80224650971299,6.78749143130407,7.08378887046557,4.08336404095605,3.72118980864902,3.80545543270125,4.96326218548113,4.30218417162917,9,1.86662314016846,4.70621140490369,4.17574248739793,5.11763593475981,6.46426932836792,5.75616875525647,6.12870947611728,4.41975716264561,4.63810352266545,2.72151872855171,8.62926869283743,8.82158752790895,3.56526169848617,8.4665859967611,5.8288544241003,4.91920103070471,2.97273976937963,4.17457550787283,6.48923183645013,1.79342867826324,2.92262638754405,1.33424315678946,'normal'
7.48249746086642,3.0825237572711,2.03434775088388,2.85555916496956,4.57067331076883,4.46010406386489,4.20523719857669,5.37488410981775,5.15865332312443,2.78916973434101,5.25939420497539,5.07186079428836,5.20618232271149,2.98725462393947,5.02184711500021,4.73790281365124,3.62672436534229,3.43688876266884,2.5764476741135,5.37143917071472,1.34921439750778,4.39255663765487,4.93219582850506,4.31481675264358,3.85940637144767,3.65723603861003,6.96348148997973,3.46961472205097,5.67665440895926,4.23858379429506,3.40951918689005,3.83416965323306,4.28657760829227,4.5580755330387,0.706013380976488,6.93255234355656,4.95739897064969,5.16861712747981,3.37006858732502,3.37413746858503,2.39372282098324,3.60593572443395,4.63854080805858,6.98629300532961,5.18890964485964,7.78776407687471,9,5.5666457422399,4.25863517785787,4.74018898509825,6.39537609145057,4.29283881591336,5.97656456925288,3.32553844509445,4.68569954217179,3.92182618034709,4.60124372939817,5.55154602573685,6.80614913738863,2.93595775393292,6.22234801581116,6.93467396774317,3.79261243308831,4.05803342910394,4.08738827288108,4.40331164962601,5.55006318536034,8.01281711717467,1.94479414893684,5.09563167282734,4.06808514644716,4.62040739474032,6.11307050077712,4.96116800163736,6.00529017959082,3.63974901140539,4.64168067340024,4.42924557490727,7.90999295986696,8.63047685608652,5.8780837330855,7.58210388253598,6.14781700779962,3.66994115544853,3.15658409723822,4.14579161394034,3.48092970455283,1.8376427093295,2.88319747122122,1.36002408834631,'normal'
7.80431148216469,2.89019738614573,1.85508593775707,2.56054988235335,4.63053632478388,4.35010271216501,5.20344241151452,4.74626700497081,5.54540908855602,4.94001666295417,5.97902247781196,3.61612786879703,5.23449366431904,5.21151957429877,6.64735051444105,7.20701290508985,5.18057440872921,3.47810549317303,4.51666240059869,7.45973606981674,1.23525768232224,5.61906137028289,4.52265844114927,5.08657682156967,5.26730678668129,3.25373641701757,7.62761970214751,3.60937532992164,6.86679009617167,3.97867642838762,4.24645747167261,6.47399899364064,5.65610593854858,6.04809412185476,0.654015385351024,7.60659304217135,5.60793422568015,6.89385530301689,4.1685372201626,3.32362010436139,2.96556910717318,6.01237200808913,6.16936458319415,7.82642355771112,6.88665146901065,8.56058719690436,9,6.13939669901041,3.53172240126474,6.5309107082185,8.18505902220643,5.89145696937351,7.91499561974422,5.98938396191762,6.61256694590103,3.9384991475352,5.2001220275697,7.03893565008008,7.23307801083667,3.14862031597605,7.80350414108328,7.25650370792928,4.32122343854562,3.39660238381624,3.61086062304693,5.78172351561664,5.86619419428917,8.54671531534709,1.89714885894877,4.70661310881621,4.01000258003899,5.69302175093554,8.16153862998076,6.73415326155032,5.8161722551055,5.72521283515915,5.42634204457547,6.59349831773539,8.16575801222249,8.9607620483678,5.8132760957581,8.19324291720232,6.90211499659613,4.33652984185853,4.56600087060296,3.87017709171986,4.04289469419033,1.68405905013947,2.6684928539047,1.27430731704567,'normal'
